question_id,video_id,video_url,question,answer,option_0,option_1,option_2,option_3,option_4,correct_answer,movie_title,movie_caption,movie_synopsis
3_gaC7jctRg_03,3_gaC7jctRg,https://www.youtube.com/watch?v=3_gaC7jctRg,For what purpose does Edgar trap Hannah in the elevator?,He uses the opportunity to flirt with her.,He uses the opportunity to prove his love for her.,He uses the opportunity to apologize for a past mistake.,He uses the opportunity to reveal his true identity.,He uses the opportunity to protect her from an unseen threat.,He uses the opportunity to flirt with her.,4,ELEVATOR PITCH,"A security guard is infatuated with a resident, then gets trapped in the elevator with her.","Edgar Pardiggle is a security guard at an apartment complex, who wiles away the time watching the various residents over the surveillance security system in the building. Shy and awkward, he is also infatuated with one of the residents, Hannah, a dancer whom he can't quite summon the courage to talk to.
But when a suave man with flowers comes to visit Hannah, Edgar traps the object of his affections in the elevator in an attempt to prevent the encounter from happening. He also uses the opportunity as a chance to flirt with her. But as his attempts snowball in intensity, they also ratchet up the derangement, leading to an unpredictable course of events."
3_gaC7jctRg_05,3_gaC7jctRg,https://www.youtube.com/watch?v=3_gaC7jctRg,How does Edgar monitor the residents of the apartment complex?,He watches them over the surveillance security system in the building.,He watches them over the surveillance security system in the building.,He has installed a sophisticated listening device system.,He personally patrols the complex at night.,He employs a network of informants among the residents.,He uses hidden cameras in the common areas.,0,ELEVATOR PITCH,"A security guard is infatuated with a resident, then gets trapped in the elevator with her.","Edgar Pardiggle is a security guard at an apartment complex, who wiles away the time watching the various residents over the surveillance security system in the building. Shy and awkward, he is also infatuated with one of the residents, Hannah, a dancer whom he can't quite summon the courage to talk to.
But when a suave man with flowers comes to visit Hannah, Edgar traps the object of his affections in the elevator in an attempt to prevent the encounter from happening. He also uses the opportunity as a chance to flirt with her. But as his attempts snowball in intensity, they also ratchet up the derangement, leading to an unpredictable course of events."
RbQPyk2Sn5o_00,RbQPyk2Sn5o,https://www.youtube.com/watch?v=RbQPyk2Sn5o,what event does cameron wake up to on his 5-year sobriety day ?,Cameron wakes up to having relapsed the night before.,Cameron wakes up realizing he missed his sobriety meeting.,Cameron wakes up in a new city with no memory of how he got there.,Cameron wakes up to having relapsed the night before.,Cameron wakes up to find out he's been nominated for an award.,Cameron wakes up to a surprise party celebrating his sobriety.,2,CAKE DAY,A recovering addict wakes on the morning of his five-year sobriety cake day after relapsing the night before.,"Cameron wakes up in the morning from what looks like a bender the night before. But as he throws up in the bathroom, his morning-after hangover is actually a relapse into drug addiction, which has happened on the eve of his ""cake day"" at Narcotics Anonymous, celebrating five years of sobriety.
As Cameron goes about his day, meeting up with his sponsor and his mother to celebrate his progress, the gap between the day's purpose and his night before opens up feelings of self-loathing, though he says nothing about what's happened. But just as he's recognized for his fight against addiction, a moment of truth and reckoning stands before him."
RbQPyk2Sn5o_01,RbQPyk2Sn5o,https://www.youtube.com/watch?v=RbQPyk2Sn5o,what is the movie meant to celebrate in the movie?,'Cake day' is meant to celebrate five years of sobriety at Narcotics Anonymous.,'Cake day' commemorates the founding of the support group Cameron attends.,'Cake day' marks the anniversary of Cameron's departure from his hometown.,'Cake day' celebrates Cameron's successful career turnaround.,'Cake day' is meant to celebrate five years of sobriety at Narcotics Anonymous.,'Cake day' is a local community event where Cameron volunteers.,3,CAKE DAY,A recovering addict wakes on the morning of his five-year sobriety cake day after relapsing the night before.,"Cameron wakes up in the morning from what looks like a bender the night before. But as he throws up in the bathroom, his morning-after hangover is actually a relapse into drug addiction, which has happened on the eve of his ""cake day"" at Narcotics Anonymous, celebrating five years of sobriety.
As Cameron goes about his day, meeting up with his sponsor and his mother to celebrate his progress, the gap between the day's purpose and his night before opens up feelings of self-loathing, though he says nothing about what's happened. But just as he's recognized for his fight against addiction, a moment of truth and reckoning stands before him."
RbQPyk2Sn5o_03,RbQPyk2Sn5o,https://www.youtube.com/watch?v=RbQPyk2Sn5o,How does Cameron feel about his relapse on the day of his sobriety celebration?,Cameron feels self-loathing about his relapse.,Cameron is confused and unsure of how the relapse happened.,Cameron is indifferent and views it as a minor setback.,Cameron feels self-loathing about his relapse.,Cameron is grateful for the wake-up call to recommit to sobriety.,Cameron feels relieved to have released pent-up tension.,2,CAKE DAY,A recovering addict wakes on the morning of his five-year sobriety cake day after relapsing the night before.,"Cameron wakes up in the morning from what looks like a bender the night before. But as he throws up in the bathroom, his morning-after hangover is actually a relapse into drug addiction, which has happened on the eve of his ""cake day"" at Narcotics Anonymous, celebrating five years of sobriety.
As Cameron goes about his day, meeting up with his sponsor and his mother to celebrate his progress, the gap between the day's purpose and his night before opens up feelings of self-loathing, though he says nothing about what's happened. But just as he's recognized for his fight against addiction, a moment of truth and reckoning stands before him."
RbQPyk2Sn5o_04,RbQPyk2Sn5o,https://www.youtube.com/watch?v=RbQPyk2Sn5o,Does Cameron immediately reveal his relapse to others?,"No, Cameron says nothing about his relapse.","Cameron confides in a stranger about his relapse, seeking advice.","Yes, Cameron openly discusses his relapse at the meeting.",Cameron reveals his relapse only to his sponsor in private.,"No, Cameron says nothing about his relapse.",Cameron writes an anonymous letter to his support group about his relapse.,3,CAKE DAY,A recovering addict wakes on the morning of his five-year sobriety cake day after relapsing the night before.,"Cameron wakes up in the morning from what looks like a bender the night before. But as he throws up in the bathroom, his morning-after hangover is actually a relapse into drug addiction, which has happened on the eve of his ""cake day"" at Narcotics Anonymous, celebrating five years of sobriety.
As Cameron goes about his day, meeting up with his sponsor and his mother to celebrate his progress, the gap between the day's purpose and his night before opens up feelings of self-loathing, though he says nothing about what's happened. But just as he's recognized for his fight against addiction, a moment of truth and reckoning stands before him."
TGE60l5sBXs_00,TGE60l5sBXs,https://www.youtube.com/watch?v=TGE60l5sBXs,Where do Colleen and Eleanor meet in the movie?,They meet in a diner in Chicago.,They meet at a coffee shop in New York.,They reunite in a cafe in Los Angeles.,They come together in a restaurant in Boston.,They convene at a bistro in Miami.,They meet in a diner in Chicago.,4,COOL FOR FIVE SECONDS,A woman meets her estranged sister at a diner. It doesn't go as planned.,"Colleen has invited her estranged sister Eleanor to meet her in a diner in Chicago during the holiday season. They haven't seen or talked to one another for a while. But Colleen, who has joined the 12-step Narcotics Anonymous program, is hoping to re-establish some kind of connection.
Making amends, however, is not so easy. Though there is a shared history between the sisters, there's also a lot of resentment, which comes seeping to the surface as the conversation escalated into a rehashing of old persistent resentments and anger."
TGE60l5sBXs_02,TGE60l5sBXs,https://www.youtube.com/watch?v=TGE60l5sBXs,Has Colleen been part of any specific program mentioned in the movie?,"Yes, Colleen has joined the 12-step Narcotics Anonymous program.","Yes, Colleen has joined the 12-step Narcotics Anonymous program.","Yes, Colleen participates in an online recovery community for addiction.","Yes, Colleen has been a part of a local support group for estranged family members.","Yes, Colleen enrolled in a self-help program for personal development.","Yes, Colleen is undergoing therapy in a grief counseling program.",0,COOL FOR FIVE SECONDS,A woman meets her estranged sister at a diner. It doesn't go as planned.,"Colleen has invited her estranged sister Eleanor to meet her in a diner in Chicago during the holiday season. They haven't seen or talked to one another for a while. But Colleen, who has joined the 12-step Narcotics Anonymous program, is hoping to re-establish some kind of connection.
Making amends, however, is not so easy. Though there is a shared history between the sisters, there's also a lot of resentment, which comes seeping to the surface as the conversation escalated into a rehashing of old persistent resentments and anger."
_kYUf-Qncss_00,_kYUf-Qncss,https://www.youtube.com/watch?v=_kYUf-Qncss,what triggers the protagonist's depression ?,Losing his job triggers the protagonist's depression.,Being betrayed by his closest friend triggers the protagonist's depression.,Facing a serious health diagnosis triggers the protagonist's depression.,A break-up with his long-term partner triggers the protagonist's depression.,A tragic family accident triggers the protagonist's depression.,Losing his job triggers the protagonist's depression.,4,CORPORATE MONSTER,A dangerously unstable man starts to see monsters all around us.,"After losing his jobs, an unstable man goes into a spiral of depression. His doctor gives him some pills to treat his condition, though they're ""not quite FDA approved yet.""
But after taking the pills, he begins seeing things: he sees people as horrendous monsters, creatures that control the world from the shadows and stay hidden by people's own blindness and apathy.
Are they hallucinations, or is he merely seeing what's been there the entire time? His girlfriend Ellen tries to bring him back to normalcy, but she can't stop him from seeing the world as full of these monsters. He begins seeing them everyone, and convinced that they're controlling the world, drives himself to almost calamitous action."
_kYUf-Qncss_02,_kYUf-Qncss,https://www.youtube.com/watch?v=_kYUf-Qncss,"After taking the prescribed pills, what unusual thing does the protagonist start to see?",He starts to see people as horrendous monsters.,He starts to perceive people's emotions as vivid colors.,He starts to see people as horrendous monsters.,He begins to see alien beings mingling among humans.,He begins to hear voices telling him secrets about those around him.,He starts having visions of an apocalyptic future.,1,CORPORATE MONSTER,A dangerously unstable man starts to see monsters all around us.,"After losing his jobs, an unstable man goes into a spiral of depression. His doctor gives him some pills to treat his condition, though they're ""not quite FDA approved yet.""
But after taking the pills, he begins seeing things: he sees people as horrendous monsters, creatures that control the world from the shadows and stay hidden by people's own blindness and apathy.
Are they hallucinations, or is he merely seeing what's been there the entire time? His girlfriend Ellen tries to bring him back to normalcy, but she can't stop him from seeing the world as full of these monsters. He begins seeing them everyone, and convinced that they're controlling the world, drives himself to almost calamitous action."
_kYUf-Qncss_03,_kYUf-Qncss,https://www.youtube.com/watch?v=_kYUf-Qncss,What do the monsters seen by the protagonist represent?,The monsters represent creatures that control the world from the shadows.,The monsters represent the physical manifestation of the protagonist's illness.,The monsters symbolize those who have been marginalized by society.,"The monsters are metaphorical, depicting societal decay and corruption.",The monsters represent creatures that control the world from the shadows.,The monsters symbolize the protagonist's inner demons and fears.,3,CORPORATE MONSTER,A dangerously unstable man starts to see monsters all around us.,"After losing his jobs, an unstable man goes into a spiral of depression. His doctor gives him some pills to treat his condition, though they're ""not quite FDA approved yet.""
But after taking the pills, he begins seeing things: he sees people as horrendous monsters, creatures that control the world from the shadows and stay hidden by people's own blindness and apathy.
Are they hallucinations, or is he merely seeing what's been there the entire time? His girlfriend Ellen tries to bring him back to normalcy, but she can't stop him from seeing the world as full of these monsters. He begins seeing them everyone, and convinced that they're controlling the world, drives himself to almost calamitous action."
_kYUf-Qncss_05,_kYUf-Qncss,https://www.youtube.com/watch?v=_kYUf-Qncss,who tries to help the protagonist return to normalcy ?,His girlfriend Ellen tries to help him return to normalcy.,His coworker Sarah takes it upon herself to help him recover.,His brother Mark attempts to guide him back to a normal life.,His psychologist Dr. Reynolds works tirelessly to bring him back to reality.,His girlfriend Ellen tries to help him return to normalcy.,A mysterious stranger who knows about the monsters tries to help him.,3,CORPORATE MONSTER,A dangerously unstable man starts to see monsters all around us.,"After losing his jobs, an unstable man goes into a spiral of depression. His doctor gives him some pills to treat his condition, though they're ""not quite FDA approved yet.""
But after taking the pills, he begins seeing things: he sees people as horrendous monsters, creatures that control the world from the shadows and stay hidden by people's own blindness and apathy.
Are they hallucinations, or is he merely seeing what's been there the entire time? His girlfriend Ellen tries to bring him back to normalcy, but she can't stop him from seeing the world as full of these monsters. He begins seeing them everyone, and convinced that they're controlling the world, drives himself to almost calamitous action."
ZvN6ojycDw4_00,ZvN6ojycDw4,https://www.youtube.com/watch?v=ZvN6ojycDw4,what is donny trying to send off at the beginning ?,His paper tax return,An application for a loan,His paper tax return,A letter to an old friend,A package to his sister,His annual report,1,UNKNOWN CALLER,"A man gets a scam phone call on tax day, then lashes back at the scammers.","Donny is desperate to get his paper tax return sent off with the daily mail delivery. But he's frustrated by a skeptical mail carrier, who can't quite believe how unsavvy Donny is about the Internet -- which Donny still calls the ""information superhighway"" -- as well as his phone constantly ringing with an unknown caller.
When he gets a series of messages from phishers and scammers, he decides to give them a piece of his mind, calling them back to berate them for their nefarious schemes. But then he finds himself caught up in a surprisingly soul-searching conversation and realizes things are a little more complicated than he thought."
ZvN6ojycDw4_01,ZvN6ojycDw4,https://www.youtube.com/watch?v=ZvN6ojycDw4,Why is the mail carrier skeptical of Donny?,"Because Donny is unsavvy about the Internet, still calling it the 'information superhighway.'",Because Donny insists on paying for postage with cash,"Because Donny is unsavvy about the Internet, still calling it the 'information superhighway.'",Because Donny has never heard of email,Because Donny sends letters every day,Because Donny refuses to use a smartphone,1,UNKNOWN CALLER,"A man gets a scam phone call on tax day, then lashes back at the scammers.","Donny is desperate to get his paper tax return sent off with the daily mail delivery. But he's frustrated by a skeptical mail carrier, who can't quite believe how unsavvy Donny is about the Internet -- which Donny still calls the ""information superhighway"" -- as well as his phone constantly ringing with an unknown caller.
When he gets a series of messages from phishers and scammers, he decides to give them a piece of his mind, calling them back to berate them for their nefarious schemes. But then he finds himself caught up in a surprisingly soul-searching conversation and realizes things are a little more complicated than he thought."
ZvN6ojycDw4_02,ZvN6ojycDw4,https://www.youtube.com/watch?v=ZvN6ojycDw4,What interrupts Donny repeatedly before he tries to send off his tax return?,His phone ringing with an unknown caller,A power outage in his neighborhood,Loud neighbors arguing outside,His phone ringing with an unknown caller,The doorbell ringing with package deliveries,His dog barking at squirrels in the yard,2,UNKNOWN CALLER,"A man gets a scam phone call on tax day, then lashes back at the scammers.","Donny is desperate to get his paper tax return sent off with the daily mail delivery. But he's frustrated by a skeptical mail carrier, who can't quite believe how unsavvy Donny is about the Internet -- which Donny still calls the ""information superhighway"" -- as well as his phone constantly ringing with an unknown caller.
When he gets a series of messages from phishers and scammers, he decides to give them a piece of his mind, calling them back to berate them for their nefarious schemes. But then he finds himself caught up in a surprisingly soul-searching conversation and realizes things are a little more complicated than he thought."
ZvN6ojycDw4_03,ZvN6ojycDw4,https://www.youtube.com/watch?v=ZvN6ojycDw4,What type of phone calls does Donny receive that lead him to lash back?,Messages from phishers and scammers,Automated calls about a car warranty,Messages from phishers and scammers,Wrong numbers from people looking for someone else,Survey calls asking for personal opinions,Telemarketing calls selling insurance,1,UNKNOWN CALLER,"A man gets a scam phone call on tax day, then lashes back at the scammers.","Donny is desperate to get his paper tax return sent off with the daily mail delivery. But he's frustrated by a skeptical mail carrier, who can't quite believe how unsavvy Donny is about the Internet -- which Donny still calls the ""information superhighway"" -- as well as his phone constantly ringing with an unknown caller.
When he gets a series of messages from phishers and scammers, he decides to give them a piece of his mind, calling them back to berate them for their nefarious schemes. But then he finds himself caught up in a surprisingly soul-searching conversation and realizes things are a little more complicated than he thought."
ZvN6ojycDw4_04,ZvN6ojycDw4,https://www.youtube.com/watch?v=ZvN6ojycDw4,How does Donny initially respond to the scam phone calls?,He decides to call them back to berate them for their schemes,"He plays along, trying to scam the scammers",He reports the numbers to the authorities,He ignores the calls and blocks the numbers,He changes his number to avoid further calls,He decides to call them back to berate them for their schemes,4,UNKNOWN CALLER,"A man gets a scam phone call on tax day, then lashes back at the scammers.","Donny is desperate to get his paper tax return sent off with the daily mail delivery. But he's frustrated by a skeptical mail carrier, who can't quite believe how unsavvy Donny is about the Internet -- which Donny still calls the ""information superhighway"" -- as well as his phone constantly ringing with an unknown caller.
When he gets a series of messages from phishers and scammers, he decides to give them a piece of his mind, calling them back to berate them for their nefarious schemes. But then he finds himself caught up in a surprisingly soul-searching conversation and realizes things are a little more complicated than he thought."
In1mTbYiwas_00,In1mTbYiwas,https://www.youtube.com/watch?v=In1mTbYiwas,What is Andrew's job on film sets?,Andrew is a sound recordist.,Andrew is a sound recordist.,Andrew is a production assistant.,Andrew is a director.,Andrew is a cinematographer.,Andrew is a screenplay writer.,0,THE RECORDIST,A sound recordist overhears a young actress having an affair with a film director -- then blackmails her.,"Andrew is the sound recordist on film sets, where he operates in the margins, unseen and often forgotten. Using his audio equipment, he can listen to and record private conversations between cast and crew members, who often forget they're wearing the small microphones Andrew can put on them or the sets."
761IajDS8SM_00,761IajDS8SM,https://www.youtube.com/watch?v=761IajDS8SM,what relation is the visitor to the hitman ?,The visitor is the hitman's son.,The visitor is the hitman's brother.,The visitor is the hitman's son.,The visitor is the hitman's former partner.,The visitor is the hitman's best friend.,The visitor is the hitman's attorney.,1,THE SCORPION'S TALE,A notorious hitman on death row gets one last visit from his son.,"A son meets with his incarcerated father at a county prison, seeking his signature for some paperwork. They want to get his legal case going again and get their father out of prison.
But the father isn't returning any phone calls from the family. He relates the story of why he is in prison -- an assassination home awry -- and tells his son and his family to forget about him, choosing instead to take his punishment.
But when his son goes away, the father is taken into a different part of the prison, where the truth of what happened unfurls -- and reveals just how twisted it really is."
761IajDS8SM_01,761IajDS8SM,https://www.youtube.com/watch?v=761IajDS8SM,What does the son seek from his father during the visit at the county prison?,The son seeks his father's signature for some paperwork to get his legal case going again.,The son seeks advice on how to evade the law.,The son seeks information about hidden money.,The son seeks forgiveness for a past misunderstanding.,The son seeks his father's signature for some paperwork to get his legal case going again.,The son seeks his father's blessing for a marriage.,3,THE SCORPION'S TALE,A notorious hitman on death row gets one last visit from his son.,"A son meets with his incarcerated father at a county prison, seeking his signature for some paperwork. They want to get his legal case going again and get their father out of prison.
But the father isn't returning any phone calls from the family. He relates the story of why he is in prison -- an assassination home awry -- and tells his son and his family to forget about him, choosing instead to take his punishment.
But when his son goes away, the father is taken into a different part of the prison, where the truth of what happened unfurls -- and reveals just how twisted it really is."
761IajDS8SM_02,761IajDS8SM,https://www.youtube.com/watch?v=761IajDS8SM,Why does the father stop returning phone calls from his family?,The father chooses to take his punishment and tells his family to forget about him.,The father is planning an escape and doesn't want to implicate his family.,The father chooses to take his punishment and tells his family to forget about him.,The father lost hope and no longer believes in his release.,The father has been transferred to a high-security section without phone privileges.,The father believes his family is in danger if he keeps in contact.,1,THE SCORPION'S TALE,A notorious hitman on death row gets one last visit from his son.,"A son meets with his incarcerated father at a county prison, seeking his signature for some paperwork. They want to get his legal case going again and get their father out of prison.
But the father isn't returning any phone calls from the family. He relates the story of why he is in prison -- an assassination home awry -- and tells his son and his family to forget about him, choosing instead to take his punishment.
But when his son goes away, the father is taken into a different part of the prison, where the truth of what happened unfurls -- and reveals just how twisted it really is."
ijTfMzPWRMg_00,ijTfMzPWRMg,https://www.youtube.com/watch?v=ijTfMzPWRMg,what era is the movie primarily set in?,The 1970s,The 1980s,The 1960s,The 1990s,The early 2000s,The 1970s,4,BEING KEEGAN,A tormented naval officer returns home after 25 years -- to confront his childhood trauma.,"In 1970s Liverpool, during their football club's heyday, 10-year-old Jay and his best friend Sean spend their days playing football in the backstreets. Footballer Kevin Keegan is their hero, the player whose name is on the news and in conversations all around the working-class city, and they spent hours watching him in his matches and trying to play like him.
But their joy and innocence are lost when tragedy strikes, leaving Jay to disintegrate psychologically during his teenage and young adult years. Twenty-five years later, Jay returns to Liverpool and contemplates his past, trying to reckon with the trauma that has shaped the rest of his life -- and perhaps dictate his future."
ijTfMzPWRMg_01,ijTfMzPWRMg,https://www.youtube.com/watch?v=ijTfMzPWRMg,who are the two main children featured ?,Jay and his best friend Sean,Sean and his best friend Ethan,Jay and his brother Kevin,Jay and his cousin Michael,Jay and his best friend Sean,Tommy and his brother Liam,3,BEING KEEGAN,A tormented naval officer returns home after 25 years -- to confront his childhood trauma.,"In 1970s Liverpool, during their football club's heyday, 10-year-old Jay and his best friend Sean spend their days playing football in the backstreets. Footballer Kevin Keegan is their hero, the player whose name is on the news and in conversations all around the working-class city, and they spent hours watching him in his matches and trying to play like him.
But their joy and innocence are lost when tragedy strikes, leaving Jay to disintegrate psychologically during his teenage and young adult years. Twenty-five years later, Jay returns to Liverpool and contemplates his past, trying to reckon with the trauma that has shaped the rest of his life -- and perhaps dictate his future."
ijTfMzPWRMg_02,ijTfMzPWRMg,https://www.youtube.com/watch?v=ijTfMzPWRMg,which city is the backdrop ?,Liverpool,Birmingham,Liverpool,Manchester,Glasgow,London,1,BEING KEEGAN,A tormented naval officer returns home after 25 years -- to confront his childhood trauma.,"In 1970s Liverpool, during their football club's heyday, 10-year-old Jay and his best friend Sean spend their days playing football in the backstreets. Footballer Kevin Keegan is their hero, the player whose name is on the news and in conversations all around the working-class city, and they spent hours watching him in his matches and trying to play like him.
But their joy and innocence are lost when tragedy strikes, leaving Jay to disintegrate psychologically during his teenage and young adult years. Twenty-five years later, Jay returns to Liverpool and contemplates his past, trying to reckon with the trauma that has shaped the rest of his life -- and perhaps dictate his future."
vzaex-rFsRE_00,vzaex-rFsRE,https://www.youtube.com/watch?v=vzaex-rFsRE,Who calls Abe to announce the divorce?,Abe's father,A family friend,Abe's father,Abe's uncle,Abe's mother,Abe's sister Sarah,1,MERRY XMAS,A mischievous father tells his busy children that he's getting a divorce.,"An elderly father calls his son Abe on the eve of Christmas, telling his busy son that he and his mother are getting a divorce. Upset and alarmed, Abe calls his sister Sarah, who's on another continent altogether in Hong Kong, and tells her the news.
Horrified by the news, both are reeling that the equilibrium of their family is falling apart. Though they're both in far-flung locations, they decide to fly home to confront their parents and stop the divorce, bringing the far-flung family together, perhaps for the last time."
vzaex-rFsRE_01,vzaex-rFsRE,https://www.youtube.com/watch?v=vzaex-rFsRE,What significant event prompts Abe to contact his sister Sarah?,Their father tells Abe that he and their mother are getting a divorce.,Their father tells Abe that he and their mother are getting a divorce.,Their father tells Abe he's retiring from his job.,Their parents announce they're renewing their vows.,Their mother tells Abe she's moving to another country.,Their father tells Abe he's selling the family house.,0,MERRY XMAS,A mischievous father tells his busy children that he's getting a divorce.,"An elderly father calls his son Abe on the eve of Christmas, telling his busy son that he and his mother are getting a divorce. Upset and alarmed, Abe calls his sister Sarah, who's on another continent altogether in Hong Kong, and tells her the news.
Horrified by the news, both are reeling that the equilibrium of their family is falling apart. Though they're both in far-flung locations, they decide to fly home to confront their parents and stop the divorce, bringing the far-flung family together, perhaps for the last time."
vzaex-rFsRE_02,vzaex-rFsRE,https://www.youtube.com/watch?v=vzaex-rFsRE,Where is Sarah when she learns about her parents' supposed divorce?,In Hong Kong.,In Paris.,In Hong Kong.,In New York.,In London.,In Sydney.,1,MERRY XMAS,A mischievous father tells his busy children that he's getting a divorce.,"An elderly father calls his son Abe on the eve of Christmas, telling his busy son that he and his mother are getting a divorce. Upset and alarmed, Abe calls his sister Sarah, who's on another continent altogether in Hong Kong, and tells her the news.
Horrified by the news, both are reeling that the equilibrium of their family is falling apart. Though they're both in far-flung locations, they decide to fly home to confront their parents and stop the divorce, bringing the far-flung family together, perhaps for the last time."
vzaex-rFsRE_05,vzaex-rFsRE,https://www.youtube.com/watch?v=vzaex-rFsRE,On what occasion does the father announce the divorce to Abe?,On the eve of Christmas.,On New Year's Eve.,On Thanksgiving.,On Easter Sunday.,On the father's birthday.,On the eve of Christmas.,4,MERRY XMAS,A mischievous father tells his busy children that he's getting a divorce.,"An elderly father calls his son Abe on the eve of Christmas, telling his busy son that he and his mother are getting a divorce. Upset and alarmed, Abe calls his sister Sarah, who's on another continent altogether in Hong Kong, and tells her the news.
Horrified by the news, both are reeling that the equilibrium of their family is falling apart. Though they're both in far-flung locations, they decide to fly home to confront their parents and stop the divorce, bringing the far-flung family together, perhaps for the last time."
eCYC38P7gDw_00,eCYC38P7gDw,https://www.youtube.com/watch?v=eCYC38P7gDw,What unfortunate life situation is Rich in at the beginning of the movie?,"Rich is lonely, broke, and depressed.","Rich is successful, wealthy, and happy.",Rich is newly single and adjusting.,Rich is just out of college and undecided.,Rich is recovering from an illness.,"Rich is lonely, broke, and depressed.",4,REFRIGERATE AFTER OPENING,A man who is down on his luck buys himself a magical refrigerator -- and finds a second shot at life.,"Rich is a young man down on his luck. Lonely, broke and depressed, he's kind of just stuck in life -- and on top of it all, his refrigerator breaks down.
Scrolling online, he manages to find a free fridge. But this is no ordinary fridge -- it has a knack for giving Rich almost exactly what he needs. With the help of his magical refrigerator, he finds a second shot at life."
eCYC38P7gDw_02,eCYC38P7gDw,https://www.youtube.com/watch?v=eCYC38P7gDw,How does Rich acquire the new refrigerator?,He finds a free fridge online.,He finds a fridge abandoned on the street.,He wins a fridge in a contest.,He receives a fridge as a gift from a relative.,He finds a free fridge online.,He buys a fridge from a mysterious store.,3,REFRIGERATE AFTER OPENING,A man who is down on his luck buys himself a magical refrigerator -- and finds a second shot at life.,"Rich is a young man down on his luck. Lonely, broke and depressed, he's kind of just stuck in life -- and on top of it all, his refrigerator breaks down.
Scrolling online, he manages to find a free fridge. But this is no ordinary fridge -- it has a knack for giving Rich almost exactly what he needs. With the help of his magical refrigerator, he finds a second shot at life."
_KddlLGbzno_00,_KddlLGbzno,https://www.youtube.com/watch?v=_KddlLGbzno,Who is Joseph heartbroken over?,Alana,Emma,Alana,Claire,Rachel,Sophie,1,HOW TO END A CONVERSATION,A heartbroken man can't stop calling his ex. So he sees a therapist.,"Joseph is heartbroken after he loses Alana, and he can't stop calling her. So he enlists the help of a therapist to deal with the break, in an attempt to lift the weight of the past off his shoulders... literally. But letting go of Alana proves harder than anticipated."
_KddlLGbzno_01,_KddlLGbzno,https://www.youtube.com/watch?v=_KddlLGbzno,What does Joseph do in his attempt to deal with his break-up?,He sees a therapist,He sees a therapist,He starts a new hobby,He adopts a dog,He goes on a vacation,He moves to a new city,0,HOW TO END A CONVERSATION,A heartbroken man can't stop calling his ex. So he sees a therapist.,"Joseph is heartbroken after he loses Alana, and he can't stop calling her. So he enlists the help of a therapist to deal with the break, in an attempt to lift the weight of the past off his shoulders... literally. But letting go of Alana proves harder than anticipated."
_KddlLGbzno_02,_KddlLGbzno,https://www.youtube.com/watch?v=_KddlLGbzno,Why can't Joseph stop contacting his ex?,He is heartbroken,He needs closure,He wants to reconcile,He has her belongings,He is heartbroken,He can't remember why they broke up,3,HOW TO END A CONVERSATION,A heartbroken man can't stop calling his ex. So he sees a therapist.,"Joseph is heartbroken after he loses Alana, and he can't stop calling her. So he enlists the help of a therapist to deal with the break, in an attempt to lift the weight of the past off his shoulders... literally. But letting go of Alana proves harder than anticipated."
VULkjDSW_VA_00,VULkjDSW_VA,https://www.youtube.com/watch?v=VULkjDSW_VA,who is the main character ?,Ah Wei is the main character.,Ah Wei is the main character.,Xiao Chen is the main character.,Li Hua is the main character.,Jin Ming is the main character.,Mei Ling is the main character.,0,WHERE DREAMS REST,A young Chinese woman joins a group trying to cross the U.S.-Mexico border to be with her husband in California,"Ah Wei is a young woman from rural China who has undertaken a momentous journey: she has decided to cross the U.S.-Mexico border through an underground tunnel to reunite with her husband, who immigrated to the States ahead of her.
The journey is cold, expensive, frightening and dangerous, and Ah Wei must navigate many perils along the way. But even when she makes it into the U.S., she encounters obstacles and pain of a different nature, and one not easily solved by a journey or a reunion."
VULkjDSW_VA_01,VULkjDSW_VA,https://www.youtube.com/watch?v=VULkjDSW_VA,From which country does Ah Wei originate?,Ah Wei comes from rural China.,Ah Wei comes from suburban Japan.,Ah Wei comes from urban Korea.,Ah Wei comes from rural China.,Ah Wei comes from urban Vietnam.,Ah Wei comes from rural Thailand.,2,WHERE DREAMS REST,A young Chinese woman joins a group trying to cross the U.S.-Mexico border to be with her husband in California,"Ah Wei is a young woman from rural China who has undertaken a momentous journey: she has decided to cross the U.S.-Mexico border through an underground tunnel to reunite with her husband, who immigrated to the States ahead of her.
The journey is cold, expensive, frightening and dangerous, and Ah Wei must navigate many perils along the way. But even when she makes it into the U.S., she encounters obstacles and pain of a different nature, and one not easily solved by a journey or a reunion."
VULkjDSW_VA_02,VULkjDSW_VA,https://www.youtube.com/watch?v=VULkjDSW_VA,Why does Ah Wei decide to cross the U.S.-Mexico border?,She decides to cross the border to reunite with her husband in the U.S.,She decides to cross the border to reunite with her husband in the U.S.,She decides to cross the border seeking financial opportunities.,She decides to cross the border for medical treatment.,She decides to cross the border to escape legal issues.,She decides to cross the border to study at a university.,0,WHERE DREAMS REST,A young Chinese woman joins a group trying to cross the U.S.-Mexico border to be with her husband in California,"Ah Wei is a young woman from rural China who has undertaken a momentous journey: she has decided to cross the U.S.-Mexico border through an underground tunnel to reunite with her husband, who immigrated to the States ahead of her.
The journey is cold, expensive, frightening and dangerous, and Ah Wei must navigate many perils along the way. But even when she makes it into the U.S., she encounters obstacles and pain of a different nature, and one not easily solved by a journey or a reunion."
